Name,Points,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus,Pole_Vault,Javelin,1500m,Event_URL
Corbin Duer,7424,11.49,6.87,12.04,2.05,50.54,15.24,41.47,4.6,54.7,281.05,https://www.decathlon2000.com/3229/usa-championships-des-moines-2013/
Isaac Murphy,7214,10.65,6.62,12.73,1.81,48.37,14.77,38.84,4.5,48.43,305.83,https://www.decathlon2000.com/3229/usa-championships-des-moines-2013/
Trey Hardee,8599,10.38,7.22,15.38,2.05,48.02,13.69,50.65,5.0,56.91,283.63,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Wesley Bray,7807,11.0,7.26,13.67,1.96,49.73,15.08,40.98,4.6,57.54,268.68,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Thomas FitzSimons,7645,11.19,6.84,11.98,1.93,49.02,15.19,39.47,4.6,61.2,259.01,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Zach Ziemek,7609,10.74,7.51,12.08,1.93,50.13,15.27,42.77,4.7,54.69,296.92,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Chase Dalton,7592,11.23,6.98,12.43,1.93,50.28,15.38,44.06,4.6,60.69,275.69,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Patrick Smith,7567,10.87,7.1,12.56,1.93,49.14,15.0,39.89,4.4,53.73,274.26,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Austin Bahner,7512,10.87,6.93,12.95,1.87,49.78,15.93,44.99,4.7,55.02,283.41,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Devin Dick,7434,11.22,7.32,15.3,1.93,49.85,14.86,31.14,4.5,50.36,284.33,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Derek Masterson,7423,11.55,6.66,13.83,1.87,50.86,15.33,44.24,4.7,59.3,283.31,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Kurtis Brondyke,7416,11.16,6.86,13.51,1.96,50.58,15.16,41.8,4.1,58.09,281.3,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Clayton Chaney,7253,10.97,6.89,14.1,1.93,49.83,14.82,39.66,4.2,50.68,310.39,https://www.decathlon2000.com/3505/usa-championships-sacramento-2014/
Trey Hardee,8725,10.48,7.61,14.55,1.97,48.41,13.71,52.05,5.35,61.92,285.77,https://www.decathlon2000.com/3842/usa-championships-eugene-2015/
Jeremy Taiwo,8264,10.89,7.54,14.93,2.12,47.83,14.4,41.15,4.95,48.11,269.27,https://www.decathlon2000.com/3842/usa-championships-eugene-2015/
Zach Ziemek,8107,10.57,7.71,14.77,2.06,51.31,14.78,37.27,5.45,55.43,298.93,https://www.decathlon2000.com/3842/usa-championships-eugene-2015/
Thomas FitzSimons,7685,11.12,7.07,12.74,1.94,50.03,14.95,40.39,4.65,54.08,257.75,https://www.decathlon2000.com/3842/usa-championships-eugene-2015/
Michael Morgan,7555,10.86,7.26,12.86,1.97,50.4,14.56,42.0,4.55,45.0,283.6,https://www.decathlon2000.com/3842/usa-championships-eugene-2015/
Mitch Modin,7481,10.83,7.08,12.46,1.94,49.09,14.92,35.87,4.65,52.16,285.89,https://www.decathlon2000.com/3842/usa-championships-eugene-2015/
Kurtis Brondyke,7475,11.24,6.72,14.44,1.94,52.01,14.89,43.12,4.35,61.72,289.86,https://www.decathlon2000.com/3842/usa-championships-eugene-2015/
Solomon Simmons,7466,10.8,6.79,14.64,1.85,50.37,14.7,40.71,4.15,58.32,289.23,https://www.decathlon2000.com/3842/usa-championships-eugene-2015/
Derek Masterson,7221,11.62,6.49,14.82,1.82,52.66,15.29,41.05,4.85,58.69,293.94,https://www.decathlon2000.com/3842/usa-championships-eugene-2015/
Ashton Eaton,8750,10.34,7.84,14.04,2.0,46.3,13.6,41.39,5.25,57.84,265.15,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Jeremy Taiwo,8425,10.94,7.55,14.88,2.21,48.76,14.22,42.1,4.75,52.82,257.35,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Zach Ziemek,8413,10.6,7.72,14.11,2.09,49.3,14.94,48.17,5.25,57.24,288.21,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Garrett Scantling,8228,10.86,7.24,15.97,2.06,51.04,14.13,43.76,4.85,69.37,302.32,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Devon Williams,7927,10.65,7.72,12.92,1.97,49.48,13.98,45.44,4.45,50.0,287.88,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Solomon Simmons,7829,10.79,6.86,14.91,1.88,49.44,14.18,45.45,4.45,57.83,286.37,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Mitch Modin,7785,10.87,7.42,13.92,1.97,49.67,14.55,38.1,4.75,57.87,296.49,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Austin Bahner,7776,10.84,7.38,13.86,1.88,49.87,15.52,45.49,4.85,54.59,284.93,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Curtis Beach,7728,10.75,7.33,12.61,1.88,48.23,14.95,36.85,4.65,47.65,252.13,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Scott Filip,7680,10.75,7.37,13.52,2.0,49.08,15.0,39.58,4.55,47.96,283.08,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Kurtis Brondyke,7614,11.06,6.74,15.35,1.94,51.26,14.81,47.91,4.25,58.21,293.46,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Steven Bastien,7599,10.7,7.65,12.36,1.97,49.15,14.83,42.58,4.65,48.83,314.77,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Kale Wolken,7576,11.16,7.23,13.03,1.91,50.18,15.15,40.6,4.75,57.44,285.92,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Thomas FitzSimons,7392,11.26,6.64,13.12,1.85,50.17,15.25,38.87,4.55,56.15,263.16,https://www.decathlon2000.com/3916/usa-championships-eugene-2016/
Trey Hardee,8225,10.57,7.43,14.91,1.98,49.02,13.97,48.04,4.9,60.3,312.65,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Zach Ziemek,8155,10.69,7.69,13.57,2.04,50.2,14.84,42.3,5.3,56.01,287.61,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Devon Williams,8131,10.5,7.74,14.3,1.92,48.75,13.61,45.63,4.8,52.56,305.44,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Steven Bastien,7836,10.71,7.27,13.54,1.92,48.52,14.82,39.55,4.7,55.6,276.88,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Kurtis Brondyke,7746,11.12,7.06,15.45,1.92,51.44,14.8,44.28,4.7,62.2,298.12,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Dan Golubovic,7717,11.25,6.71,13.16,1.98,50.88,14.95,44.87,4.8,61.44,276.86,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Gabriel Moore,7699,10.96,6.97,13.54,1.92,49.09,15.03,46.5,4.6,54.96,286.83,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Steele Wasik,7667,10.96,6.91,13.84,1.98,49.94,14.29,40.73,4.4,56.0,283.35,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Timothy Wunderlich,7502,11.42,6.75,14.03,1.89,52.26,15.26,43.99,4.5,66.69,282.15,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Thomas FitzSimons,7494,11.2,6.7,12.79,1.92,49.87,15.2,39.84,4.6,54.88,263.05,https://www.decathlon2000.com/3952/usa-championships-sacramento-2017/
Zach Ziemek,8294,10.65,7.23,13.92,2.02,49.99,14.63,50.9,5.35,56.54,287.38,https://www.decathlon2000.com/4030/usa-championships-des-moines-2018/
Solomon Simmons,8019,10.67,7.25,14.3,1.87,49.22,14.32,45.78,4.65,60.94,284.54,https://www.decathlon2000.com/4030/usa-championships-des-moines-2018/
Harrison Williams,7878,10.84,7.12,12.79,1.96,48.16,14.13,40.62,4.95,51.71,281.17,https://www.decathlon2000.com/4030/usa-championships-des-moines-2018/
Dan Golubovic,7702,11.16,6.65,13.65,1.87,50.2,14.62,43.39,4.95,59.99,276.3,https://www.decathlon2000.com/4030/usa-championships-des-moines-2018/
Markus Ballengee,7511,11.19,6.48,13.38,1.99,50.36,14.64,43.98,4.85,45.64,278.84,https://www.decathlon2000.com/4030/usa-championships-des-moines-2018/
Timothy Wunderlich,7289,11.67,6.65,13.66,1.87,53.35,15.46,43.25,4.75,62.06,285.03,https://www.decathlon2000.com/4030/usa-championships-des-moines-2018/
Derek Jacobus,7217,11.02,7.13,12.6,1.9,49.96,15.99,37.06,4.25,51.55,276.33,https://www.decathlon2000.com/4030/usa-championships-des-moines-2018/
Trent Nytes,7208,11.09,6.86,13.33,2.02,50.64,15.11,38.12,4.25,50.07,301.31,https://www.decathlon2000.com/4030/usa-championships-des-moines-2018/
Devon Williams,8295,10.72,7.36,14.11,1.91,48.44,13.78,49.47,5.0,60.74,292.46,https://www.decathlon2000.com/4062/usa-championships-des-moines-2019/
Solomon Simmons,8227,10.6,7.5,15.11,1.94,49.27,14.02,44.88,4.9,51.42,273.85,https://www.decathlon2000.com/4062/usa-championships-des-moines-2019/
Harrison Williams,8188,10.68,7.16,13.8,1.94,47.6,14.15,42.64,5.3,49.77,269.71,https://www.decathlon2000.com/4062/usa-championships-des-moines-2019/
Steven Bastien,8023,10.71,7.49,13.3,2.0,48.63,14.53,39.17,4.7,57.23,272.74,https://www.decathlon2000.com/4062/usa-championships-des-moines-2019/
Scott Filip,7993,10.61,7.43,13.93,1.94,47.96,14.51,38.13,4.8,58.48,286.36,https://www.decathlon2000.com/4062/usa-championships-des-moines-2019/
Dan Golubovic,7824,11.24,6.93,14.13,1.97,50.93,14.51,43.09,4.7,61.59,274.35,https://www.decathlon2000.com/4062/usa-championships-des-moines-2019/
Kurtis Brondyke,7785,11.11,7.18,14.53,1.91,50.1,14.64,43.41,4.6,62.02,291.03,https://www.decathlon2000.com/4062/usa-championships-des-moines-2019/
Jack Flood,7711,11.07,6.79,13.53,2.06,50.26,14.04,41.22,4.5,52.09,276.5,https://www.decathlon2000.com/4062/usa-championships-des-moines-2019/
Garrett Scantling,8647,10.53,7.61,15.91,2.05,48.86,13.88,48.17,5.15,64.21,297.75,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Steven Bastien,8485,10.52,7.2,14.47,2.08,47.79,14.24,42.1,4.95,61.2,262.21,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Zach Ziemek,8471,10.7,7.74,14.79,2.14,50.89,15.04,45.83,5.55,55.72,280.69,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Harrison Williams,8306,10.79,7.55,14.24,1.99,48.21,14.37,43.9,5.25,52.69,272.49,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Joe Delgado,8161,10.73,7.34,14.1,1.96,48.48,14.96,43.92,4.75,58.69,260.93,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Kyle Garland,8140,10.79,7.65,15.79,2.17,51.58,14.54,43.97,4.65,56.19,296.72,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Markus Ballengee,8097,11.21,6.86,15.26,1.96,50.02,14.49,53.04,5.05,54.78,279.55,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Solomon Simmons,8037,10.98,7.56,15.0,1.9,49.95,14.37,41.54,4.65,63.26,278.9,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Jack Flood,8036,11.18,7.32,14.29,2.11,50.54,14.08,42.89,4.55,58.51,276.23,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Samuel Black,7899,10.82,7.26,14.21,2.08,48.05,14.64,38.88,4.25,55.19,275.92,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Tim Ehrhardt,7772,10.99,7.17,12.74,2.02,48.62,15.74,40.24,5.45,45.62,277.4,https://www.decathlon2000.com/4111/usa-championships-eugene-2021/
Garrett Scantling,8867,10.68,7.68,16.12,2.04,48.38,13.59,51.04,5.15,67.16,286.37,https://www.decathlon2000.com/4326/usa-championships-2022-fayetteville-2022/
Kyle Garland,8720,10.63,7.86,16.44,2.16,49.04,13.71,46.16,4.85,59.63,283.21,https://www.decathlon2000.com/4326/usa-championships-2022-fayetteville-2022/
Zach Ziemek,8573,10.56,7.62,14.97,2.1,50.44,14.71,51.64,5.15,60.1,279.6,https://www.decathlon2000.com/4326/usa-championships-2022-fayetteville-2022/
Steven Bastien,8135,10.76,7.67,13.61,2.01,47.44,14.49,37.41,4.95,52.83,270.75,https://www.decathlon2000.com/4326/usa-championships-2022-fayetteville-2022/
Hunter Price,7897,10.81,7.43,13.44,2.07,48.96,14.35,37.4,4.45,56.34,280.0,https://www.decathlon2000.com/4326/usa-championships-2022-fayetteville-2022/
Dylan Cooper,7876,11.2,7.04,14.29,1.98,51.4,14.43,46.46,4.45,61.32,271.71,https://www.decathlon2000.com/4326/usa-championships-2022-fayetteville-2022/
Jack Flood,7759,11.0,6.9,12.95,2.04,49.99,13.86,40.28,4.65,57.95,290.53,https://www.decathlon2000.com/4326/usa-championships-2022-fayetteville-2022/
Jackson Walker,7295,11.34,6.31,12.77,1.86,50.36,15.14,42.6,4.55,57.34,276.93,https://www.decathlon2000.com/4326/usa-championships-2022-fayetteville-2022/
William Eggers,7030,11.06,6.77,11.36,1.83,49.56,15.66,39.07,4.15,56.17,291.52,https://www.decathlon2000.com/4326/usa-championships-2022-fayetteville-2022/
Harrison Williams,8630,10.65,7.48,15.33,1.99,46.35,14.22,47.26,5.2,59.07,275.3,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Zach Ziemek,8508,10.75,7.51,15.72,2.05,49.63,14.65,49.23,5.3,61.28,288.04,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Austin West,8331,10.52,7.35,14.31,2.02,46.31,14.22,42.45,4.3,59.65,260.98,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Kyle Garland,8198,10.72,7.21,16.1,2.08,49.66,14.05,45.23,4.6,58.61,293.38,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Devon Williams,8026,10.8,7.27,14.75,1.93,48.69,13.91,45.18,4.5,54.79,280.88,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Heath Baldwin,8024,11.09,6.92,15.24,2.02,50.22,14.21,42.67,4.6,65.32,279.55,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Joe Delgado,7994,10.73,7.11,15.03,1.93,48.79,14.91,43.61,4.6,55.49,266.03,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Samuel Black,7946,10.77,7.09,14.95,2.08,49.41,14.52,41.54,4.3,57.57,279.3,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Denim Rogers,7919,10.54,6.94,13.2,1.99,47.76,13.86,42.17,4.6,51.19,282.96,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Ryan Talbot,7532,10.76,6.48,13.68,1.84,48.07,14.88,44.77,4.2,56.62,282.9,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Daniel Spejcher,7467,11.07,6.77,15.13,1.9,51.57,15.01,45.42,4.4,53.64,291.54,https://www.decathlon2000.com/4358/usa-championships-eugene-2023/
Heath Baldwin,8625,10.85,7.46,16.52,2.13,48.58,13.77,43.67,4.85,66.69,281.87,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Zach Ziemek,8516,10.46,7.47,15.83,2.1,49.72,14.81,49.87,5.35,56.24,293.65,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Harrison Williams,8384,10.74,7.45,14.81,1.86,46.56,13.94,45.0,5.05,59.39,276.6,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Devon Williams,8211,10.74,7.56,14.72,1.95,48.42,13.93,48.38,4.55,57.87,289.68,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Jack Flood,8178,11.28,7.07,14.5,2.1,50.03,14.16,48.63,4.75,61.67,278.79,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Austin West,8018,10.78,7.33,15.09,1.92,46.91,14.59,44.04,4.25,59.36,282.83,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Samuel Black,7952,10.71,7.19,14.83,2.07,48.78,14.69,41.86,4.45,53.5,281.34,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Ryan Talbot,7872,10.7,6.5,14.17,1.86,47.21,14.75,49.13,4.75,52.99,279.86,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Joe Delgado,7816,10.83,7.09,13.91,1.92,48.74,15.07,43.51,4.65,53.51,271.92,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Hunter Jones,7706,11.24,6.99,13.83,2.1,50.51,14.34,40.97,4.75,54.21,296.25,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Daniel Spejcher,7654,11.11,6.97,15.26,1.89,50.0,14.46,45.18,4.65,51.24,295.37,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Peyton Bair,7592,10.52,7.12,13.31,1.92,46.89,15.35,36.13,4.75,49.36,294.44,https://www.decathlon2000.com/4504/usa-championships-eugene-2024/
Kyle Garland,8869,10.44,7.89,16.95,2.14,49.29,13.78,50.93,4.8,65.52,294.5,https://www.decathlon2000.com/4614/usa-championships-eugene-2025/
Heath Baldwin,8407,10.94,7.26,15.21,2.14,48.39,14.07,45.11,4.7,61.72,274.88,https://www.decathlon2000.com/4614/usa-championships-eugene-2025/
Harrison Williams,8223,10.76,6.94,15.46,1.96,47.06,14.73,46.47,5.0,53.66,271.22,https://www.decathlon2000.com/4614/usa-championships-eugene-2025/
Austin West,8162,10.74,7.5,14.21,1.99,46.9,14.93,44.37,4.2,64.77,274.62,https://www.decathlon2000.com/4614/usa-championships-eugene-2025/
Marcus Weaver,7831,11.35,6.75,14.18,2.08,50.37,14.68,44.56,4.3,64.46,273.3,https://www.decathlon2000.com/4614/usa-championships-eugene-2025/
Bradley Thomas,7742,11.03,6.88,13.51,1.93,48.47,15.37,43.36,4.2,64.11,266.46,https://www.decathlon2000.com/4614/usa-championships-eugene-2025/
Carter Morton,7679,11.03,7.23,12.12,2.11,50.24,14.95,38.45,4.9,51.49,284.47,https://www.decathlon2000.com/4614/usa-championships-eugene-2025/
Lee Walburn,7525,11.03,5.94,15.28,1.84,49.5,15.14,50.71,4.6,56.9,294.46,https://www.decathlon2000.com/4614/usa-championships-eugene-2025/
Kyle Sieracki,7472,10.97,6.49,13.58,1.78,48.93,14.66,40.16,4.7,59.97,290.23,https://www.decathlon2000.com/4614/usa-championships-eugene-2025/
