Name,Points,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus,Pole_Vault,Javelin,1500m,Event_URL
Bruno Lambese,7591,11.29,6.71,15.23,1.94,50.6,14.68,45.34,4.65,47.63,278.87,https://www.decathlon2000.com/743/talence-2001/
Tom Pappas,8525,10.8,7.45,15.68,2.12,48.36,14.08,46.1,5.05,62.76,293.26,https://www.decathlon2000.com/744/talence-2002/
Roman Šebrle,8417,10.98,7.63,15.05,2.09,48.68,14.26,46.53,4.65,63.83,278.46,https://www.decathlon2000.com/744/talence-2002/
Lev Lobodin,8356,10.96,7.17,15.63,2.03,49.34,14.21,49.44,5.15,56.37,279.84,https://www.decathlon2000.com/744/talence-2002/
Jon Arnar Magnusson,8128,11.1,7.63,16.25,1.97,49.26,14.47,45.47,4.85,61.43,307.87,https://www.decathlon2000.com/744/talence-2002/
Laurent Hernu,8037,11.32,7.19,14.13,2.03,49.3,14.15,45.34,4.75,57.75,275.92,https://www.decathlon2000.com/744/talence-2002/
Oleksandr Yurkov,7884,11.23,7.24,14.92,1.97,50.75,14.68,47.0,4.85,53.72,283.88,https://www.decathlon2000.com/744/talence-2002/
Benjamin Jensen,7830,11.2,7.0,13.21,1.97,49.5,14.57,40.97,4.95,59.82,278.66,https://www.decathlon2000.com/744/talence-2002/
Claston Bernard,7776,10.96,7.03,15.28,2.09,50.25,14.68,46.28,3.85,53.37,278.34,https://www.decathlon2000.com/744/talence-2002/
Stephen Moore,7753,10.91,7.22,12.98,2.03,48.11,14.95,39.56,4.85,48.37,282.81,https://www.decathlon2000.com/744/talence-2002/
Lionel Marceny,7685,11.23,7.34,12.94,1.88,50.55,14.36,39.93,5.05,52.61,279.28,https://www.decathlon2000.com/744/talence-2002/
Aleksandr Pogorelov,7664,11.53,7.06,14.59,2.09,52.38,14.78,43.4,4.95,56.1,302.37,https://www.decathlon2000.com/744/talence-2002/
Klaus Ambrosch,7494,11.11,6.54,13.82,1.91,50.79,14.88,40.91,4.55,63.45,289.78,https://www.decathlon2000.com/744/talence-2002/
Laurent Hernu,8219,11.23,7.56,14.77,2.0,49.15,14.32,47.14,5.02,58.06,284.06,https://www.decathlon2000.com/758/talence-2003/
Romain Barras,8060,11.42,7.18,14.89,2.0,48.8,14.49,42.67,4.62,63.07,266.77,https://www.decathlon2000.com/758/talence-2003/
Lionel Marceny,7773,11.2,7.67,12.38,1.91,50.03,14.36,40.25,4.82,52.98,272.86,https://www.decathlon2000.com/758/talence-2003/
Trond Hoiby,7739,11.62,6.88,14.53,1.97,50.93,15.42,44.39,4.62,64.67,267.66,https://www.decathlon2000.com/758/talence-2003/
Bruno Lambese,7638,11.39,7.11,14.93,2.0,50.87,14.99,45.68,4.52,51.71,285.29,https://www.decathlon2000.com/758/talence-2003/
Eugene Martineau,7633,11.34,7.21,12.36,1.94,50.02,15.41,41.54,4.72,61.27,274.79,https://www.decathlon2000.com/758/talence-2003/
Phil McMullen,7581,11.91,6.33,14.21,1.85,50.81,15.28,50.35,4.92,56.26,261.41,https://www.decathlon2000.com/758/talence-2003/
Michal Modelski,7523,11.39,7.27,13.82,1.94,50.35,15.37,38.22,4.82,51.94,277.24,https://www.decathlon2000.com/758/talence-2003/
Roland Schwarzl,7393,11.56,7.09,14.5,1.82,52.08,14.83,43.72,4.62,52.86,283.9,https://www.decathlon2000.com/758/talence-2003/
Roman Šebrle,8217,11.04,7.58,14.83,2.07,49.81,14.69,43.75,5.02,63.19,291.69,https://www.decathlon2000.com/762/talence-2004/
Bryan Clay,8122,10.76,7.4,14.26,1.86,49.37,14.05,50.72,4.92,60.15,301.54,https://www.decathlon2000.com/762/talence-2004/
Dmitri Karpov,8099,11.02,7.3,14.77,2.04,48.37,14.09,48.95,4.92,50.31,300.21,https://www.decathlon2000.com/762/talence-2004/
Erki Nool,8067,11.02,7.23,14.25,1.92,48.93,14.99,40.87,5.32,62.77,280.15,https://www.decathlon2000.com/762/talence-2004/
Attila Zsivoczky,8036,11.34,7.09,15.19,2.1,50.42,15.31,46.26,4.72,63.44,276.42,https://www.decathlon2000.com/762/talence-2004/
Chiel Warners,8030,11.11,7.6,14.31,1.98,48.68,14.23,41.1,4.92,51.77,278.06,https://www.decathlon2000.com/762/talence-2004/
Laurent Hernu,8004,11.13,7.3,13.48,2.01,48.62,14.17,45.67,4.42,55.37,268.01,https://www.decathlon2000.com/762/talence-2004/
Claston Bernard,7995,10.83,7.31,13.76,2.13,49.91,14.38,44.41,4.42,56.37,285.05,https://www.decathlon2000.com/762/talence-2004/
Phil McMullen,7805,11.64,6.81,14.57,1.95,50.14,14.93,47.6,4.92,52.33,262.8,https://www.decathlon2000.com/762/talence-2004/
Oleksandr Yurkov,7733,11.37,7.56,14.41,1.86,51.1,15.06,44.99,4.82,57.19,285.7,https://www.decathlon2000.com/762/talence-2004/
Romain Barras,7708,11.33,6.97,14.09,1.95,49.48,14.48,42.1,4.72,55.4,282.2,https://www.decathlon2000.com/762/talence-2004/
Eugene Martineau,7651,11.33,7.27,12.68,1.98,49.2,15.29,37.92,4.62,57.44,266.56,https://www.decathlon2000.com/762/talence-2004/
Rudy Bourguignon,7313,11.36,6.8,13.46,1.86,51.16,15.67,40.49,5.02,54.68,291.73,https://www.decathlon2000.com/762/talence-2004/
Roman Šebrle,8326,11.09,7.6,15.65,2.04,49.03,14.47,45.15,4.8,66.05,287.79,https://www.decathlon2000.com/768/talence-2005/
Aleksandr Pogorelov,8247,10.99,7.53,16.07,2.07,51.1,14.25,45.83,5.1,58.24,297.4,https://www.decathlon2000.com/768/talence-2005/
Kristjan Rahnu,8124,10.72,7.19,14.58,1.92,49.18,14.26,47.72,4.9,63.95,301.35,https://www.decathlon2000.com/768/talence-2005/
Aleksei Drozdov,8080,11.34,7.09,15.41,2.07,51.76,15.06,49.52,4.7,67.08,280.92,https://www.decathlon2000.com/768/talence-2005/
Romain Barras,8060,11.06,7.22,14.29,1.95,50.25,14.31,43.54,4.7,62.09,264.65,https://www.decathlon2000.com/768/talence-2005/
Rudy Bourguignon,8025,10.91,7.28,14.3,1.89,50.31,15.03,42.55,5.2,59.7,270.19,https://www.decathlon2000.com/768/talence-2005/
Attila Zsivoczky,8000,11.13,6.92,15.09,2.01,49.33,15.01,46.93,4.4,61.04,264.64,https://www.decathlon2000.com/768/talence-2005/
Tomaš Dvorak,7996,11.22,7.26,14.99,1.95,50.35,14.67,43.45,4.8,62.41,274.71,https://www.decathlon2000.com/768/talence-2005/
Mikk Pahapill,7994,11.1,7.48,14.37,2.1,51.74,14.68,44.41,4.5,63.5,285.11,https://www.decathlon2000.com/768/talence-2005/
Francois Gourmet,7950,10.61,7.19,14.16,1.89,47.77,14.81,37.37,4.8,56.31,267.02,https://www.decathlon2000.com/768/talence-2005/
Jaakko Ojaniemi,7815,10.88,7.44,15.53,1.95,50.14,15.48,36.62,4.4,64.88,278.77,https://www.decathlon2000.com/768/talence-2005/
Paul Terek,7589,11.19,7.07,14.15,1.98,49.62,16.19,40.18,5.1,48.65,277.46,https://www.decathlon2000.com/768/talence-2005/
Bruno Lambese,7571,11.21,7.09,14.25,2.01,51.58,14.79,41.34,4.7,46.08,276.06,https://www.decathlon2000.com/768/talence-2005/
Dmitri Karpov,8438,10.79,7.72,15.99,2.04,48.5,14.19,47.72,4.9,54.44,283.95,https://www.decathlon2000.com/999/talence-2006/
Aleksei Drozdov,8208,11.09,7.05,16.13,2.07,51.39,14.8,50.46,4.9,62.15,283.54,https://www.decathlon2000.com/999/talence-2006/
Roman Šebrle,8170,11.15,7.45,15.33,2.04,49.72,14.64,44.12,4.8,63.32,282.7,https://www.decathlon2000.com/999/talence-2006/
Aleksandr Pogorelov,8119,11.13,7.32,15.25,2.04,51.17,14.58,45.25,5.1,60.8,288.71,https://www.decathlon2000.com/999/talence-2006/
Romain Barras,8116,11.19,7.17,14.59,1.95,49.54,14.39,43.04,5.0,62.56,269.75,https://www.decathlon2000.com/999/talence-2006/
Jon Ryan Harlan,8022,11.1,7.08,15.92,2.1,50.88,14.02,44.04,4.7,61.17,303.18,https://www.decathlon2000.com/999/talence-2006/
Stefan Drews,7960,10.93,7.48,13.0,1.89,48.83,14.49,39.47,5.4,49.38,271.75,https://www.decathlon2000.com/999/talence-2006/
Tomaš Dvorak,7948,11.23,7.35,15.66,1.98,51.58,14.69,42.61,4.6,65.24,281.69,https://www.decathlon2000.com/999/talence-2006/
Francois Gourmet,7918,10.73,7.27,14.05,1.92,49.09,14.91,38.05,4.8,57.68,267.34,https://www.decathlon2000.com/999/talence-2006/
Nadir El Fassi,7812,11.19,7.29,12.78,2.01,50.26,14.94,40.31,4.8,55.97,263.74,https://www.decathlon2000.com/999/talence-2006/
Roland Schwarzl,7594,11.2,7.31,13.73,1.95,52.37,14.92,43.41,4.8,52.7,286.69,https://www.decathlon2000.com/999/talence-2006/
Laurent Hernu,7348,11.41,6.6,13.72,1.8,51.18,14.59,45.59,4.2,56.95,274.64,https://www.decathlon2000.com/999/talence-2006/
Madis Kallas,7348,11.1,7.07,13.87,1.95,52.04,14.79,41.26,4.7,46.13,299.47,https://www.decathlon2000.com/999/talence-2006/
Wilfried Gouacide,7335,10.77,7.11,14.18,1.8,49.48,15.31,36.33,4.2,55.03,286.48,https://www.decathlon2000.com/999/talence-2006/
Bruno Lambese,7097,11.51,6.88,13.93,2.01,53.18,14.99,42.43,4.5,41.63,299.99,https://www.decathlon2000.com/999/talence-2006/
Andrei Krauchanka,8553,10.98,7.73,14.0,2.13,47.17,14.08,44.08,5.15,64.08,288.99,https://www.decathlon2000.com/1163/talence-2007/
Maurice Smith,8298,10.89,7.08,16.72,1.98,48.07,14.01,53.83,4.55,51.36,279.17,https://www.decathlon2000.com/1163/talence-2007/
Aleksei Drozdov,8124,11.04,7.35,16.11,2.01,51.28,15.17,48.45,4.95,62.03,290.39,https://www.decathlon2000.com/1163/talence-2007/
Roman Šebrle,8067,11.24,7.37,15.71,2.04,50.13,14.86,42.6,4.85,63.44,287.53,https://www.decathlon2000.com/1163/talence-2007/
Agustin Felix,7813,11.23,7.35,13.91,2.01,51.82,14.88,43.68,5.05,58.02,293.5,https://www.decathlon2000.com/1163/talence-2007/
Rudy Bourguignon,7775,11.34,7.15,14.09,1.92,50.51,15.57,44.51,5.15,59.17,283.0,https://www.decathlon2000.com/1163/talence-2007/
David Gervasi,7517,11.25,6.84,14.29,1.95,50.77,14.73,40.07,4.75,53.04,287.15,https://www.decathlon2000.com/1163/talence-2007/
Wilfried Gouacide,7050,11.04,6.5,14.05,1.86,50.17,17.31,42.55,4.35,56.06,296.45,https://www.decathlon2000.com/1163/talence-2007/
Andrei Krauchanka,8312,11.16,7.72,14.18,2.09,48.89,14.05,41.54,4.95,61.45,279.13,https://www.decathlon2000.com/1289/talence-2008/
Maurice Smith,8220,10.93,7.31,16.37,2.03,49.04,14.19,51.34,4.45,51.42,278.75,https://www.decathlon2000.com/1289/talence-2008/
Romain Barras,8172,11.2,7.11,15.2,1.94,49.52,14.2,43.38,5.05,62.09,269.3,https://www.decathlon2000.com/1289/talence-2008/
Norman Müller,8075,11.09,7.36,14.54,1.91,48.4,14.73,40.33,4.85,63.05,268.04,https://www.decathlon2000.com/1289/talence-2008/
Olexiy Kasyanov,7951,10.69,7.49,14.63,1.91,48.21,14.71,42.25,4.35,51.21,264.49,https://www.decathlon2000.com/1289/talence-2008/
Franck Logel,7600,11.19,7.09,12.37,2.03,50.11,14.91,39.66,4.85,49.88,275.92,https://www.decathlon2000.com/1289/talence-2008/
Roland Schwarzl,7591,11.3,7.11,14.02,1.88,51.98,14.52,45.73,4.95,51.65,292.09,https://www.decathlon2000.com/1289/talence-2008/
Guillaume Barras,7523,11.47,6.89,13.81,1.88,50.3,15.04,41.03,4.55,54.73,262.14,https://www.decathlon2000.com/1289/talence-2008/
Wilfried Gouacide,7231,11.08,7.1,13.4,1.82,51.13,15.89,40.1,4.25,59.46,289.69,https://www.decathlon2000.com/1289/talence-2008/
Aleksandr Pogorelov,8095,11.28,7.22,15.36,2.03,51.69,14.16,49.45,4.75,64.94,294.79,https://www.decathlon2000.com/1289/talence-2008/
Olexiy Kasyanov,8291,10.73,7.73,15.31,2.0,48.62,14.51,44.05,4.82,49.75,263.49,https://www.decathlon2000.com/1395/talence-2009/
Mikk Pahapill,8255,11.1,7.47,14.05,2.03,50.08,14.14,48.48,5.02,59.99,282.26,https://www.decathlon2000.com/1395/talence-2009/
Tom Pappas,8189,11.09,7.39,15.86,2.06,49.96,14.29,47.44,4.72,61.77,296.83,https://www.decathlon2000.com/1395/talence-2009/
Hans van Alphen,8070,11.25,7.4,14.22,1.88,49.56,14.6,45.52,4.62,62.75,257.51,https://www.decathlon2000.com/1395/talence-2009/
Andres Raja,8034,10.95,7.24,14.4,2.03,49.44,13.9,41.37,4.72,58.59,285.73,https://www.decathlon2000.com/1395/talence-2009/
Aleksei Sysoyev,7942,11.15,6.61,15.28,2.06,49.9,14.99,44.51,4.82,56.99,269.13,https://www.decathlon2000.com/1395/talence-2009/
Romain Barras,7909,11.45,6.8,14.97,1.94,49.85,14.47,43.75,4.92,60.52,271.97,https://www.decathlon2000.com/1395/talence-2009/
Francois Gourmet,7767,11.02,7.04,14.08,1.88,49.12,14.86,40.37,4.92,53.96,272.02,https://www.decathlon2000.com/1395/talence-2009/
Pascal Behrenbruch,7758,11.13,6.81,15.28,1.91,50.43,14.94,48.97,4.52,65.13,302.57,https://www.decathlon2000.com/1395/talence-2009/
Robert Jacob Arnold,7540,11.32,6.82,13.57,1.91,50.36,14.55,42.36,4.92,54.77,294.55,https://www.decathlon2000.com/1395/talence-2009/
Nadir El Fassi,7515,11.32,6.89,12.66,1.85,50.93,14.73,39.52,4.62,54.02,252.1,https://www.decathlon2000.com/1395/talence-2009/
Eugene Martineau,7502,11.58,7.04,12.24,1.97,50.26,15.29,40.36,4.72,60.27,278.68,https://www.decathlon2000.com/1395/talence-2009/
Gaël Quérin,7462,11.47,7.02,11.51,1.88,49.11,14.78,36.94,4.62,51.07,250.57,https://www.decathlon2000.com/1395/talence-2009/
Rudy Bourguignon,7388,11.63,6.8,13.37,1.88,52.07,15.57,44.32,5.02,57.65,287.6,https://www.decathlon2000.com/1395/talence-2009/
Franck Logel,7258,11.14,7.05,12.45,1.94,50.95,14.98,39.4,4.52,49.01,292.4,https://www.decathlon2000.com/1395/talence-2009/
Aleksandr Pogorelov,8146,11.05,7.26,16.24,2.03,50.92,14.55,46.6,5.02,63.4,303.6,https://www.decathlon2000.com/1395/talence-2009/
Leonel Suarez,8328,11.08,7.13,13.92,2.11,49.12,14.49,45.78,4.66,71.46,270.61,https://www.decathlon2000.com/2480/talence-2010/
Pascal Behrenbruch,8202,11.04,7.18,16.43,1.99,50.16,14.41,46.34,4.76,63.77,282.34,https://www.decathlon2000.com/2480/talence-2010/
Romain Barras,8180,11.06,7.17,15.06,1.96,49.03,14.38,41.75,4.86,63.84,266.34,https://www.decathlon2000.com/2480/talence-2010/
Yordani Garcia,8174,10.89,7.05,15.19,2.05,48.94,14.52,43.96,4.86,62.89,285.52,https://www.decathlon2000.com/2480/talence-2010/
Maurice Smith,8157,10.97,6.86,15.67,1.93,49.26,14.31,51.6,4.76,58.8,277.95,https://www.decathlon2000.com/2480/talence-2010/
Hans van Alphen,8091,11.14,7.32,14.81,1.93,49.24,14.87,45.17,4.56,63.84,262.7,https://www.decathlon2000.com/2480/talence-2010/
Olexiy Kasyanov,8032,10.72,7.45,14.32,2.05,49.22,14.47,44.81,4.56,46.48,270.02,https://www.decathlon2000.com/2480/talence-2010/
Eelco Sintnicolaas,8018,10.94,7.3,12.75,1.93,49.12,14.52,39.42,5.26,58.48,270.2,https://www.decathlon2000.com/2480/talence-2010/
Aleksei Drozdov,7959,11.24,6.85,16.27,2.05,51.59,15.67,46.67,4.86,63.88,280.53,https://www.decathlon2000.com/2480/talence-2010/
Mihail Dudaš,7913,10.99,7.44,13.36,1.99,48.57,15.35,43.52,4.56,58.18,271.81,https://www.decathlon2000.com/2480/talence-2010/
Brent Newdick,7828,11.03,7.21,14.4,1.93,50.66,14.8,44.48,4.76,56.3,279.47,https://www.decathlon2000.com/2480/talence-2010/
Gaël Quérin,7688,11.18,7.15,13.1,1.9,48.9,14.54,36.79,4.76,52.15,261.61,https://www.decathlon2000.com/2480/talence-2010/
Franck Logel,7287,11.26,6.9,12.34,1.93,50.4,15.1,40.02,4.76,46.67,284.47,https://www.decathlon2000.com/2480/talence-2010/
Hans van Alphen,8200,11.33,7.24,15.3,1.97,49.63,14.88,46.11,4.9,63.22,261.1,https://www.decathlon2000.com/3207/talence-2011/
Mikk Pahapill,8184,11.27,7.23,15.51,1.97,50.32,14.38,46.58,5.1,61.53,278.43,https://www.decathlon2000.com/3207/talence-2011/
Eelco Sintnicolaas,8170,10.88,7.3,13.92,1.94,48.66,14.4,36.51,5.4,60.4,269.11,https://www.decathlon2000.com/3207/talence-2011/
Olexiy Kasyanov,8045,10.89,7.4,14.55,1.94,49.08,14.49,45.31,4.7,55.3,275.37,https://www.decathlon2000.com/3207/talence-2011/
Andrei Krauchanka,8023,11.35,7.26,14.16,2.06,50.16,14.44,43.22,5.0,60.56,283.98,https://www.decathlon2000.com/3207/talence-2011/
Andres Raja,7929,10.87,7.31,14.91,2.0,49.24,14.13,41.8,4.4,61.22,298.62,https://www.decathlon2000.com/3207/talence-2011/
Leonel Suarez,7889,11.43,7.18,13.24,1.97,49.39,14.64,41.62,4.7,65.04,270.87,https://www.decathlon2000.com/3207/talence-2011/
Pascal Behrenbruch,7735,11.25,6.73,15.97,1.91,51.7,14.43,47.24,4.8,62.9,309.81,https://www.decathlon2000.com/3207/talence-2011/
Hamdi Dhouibi,7599,11.06,6.61,13.51,1.91,48.92,14.91,43.37,4.7,53.75,278.9,https://www.decathlon2000.com/3207/talence-2011/
Jon Ryan Harlan,7584,11.45,6.76,16.6,2.03,51.6,14.79,43.76,4.7,61.97,329.93,https://www.decathlon2000.com/3207/talence-2011/
Gaël Quérin,7290,11.49,6.72,12.46,1.94,49.39,14.91,36.88,4.5,46.3,260.77,https://www.decathlon2000.com/3207/talence-2011/
Eugene Martineau,7287,11.66,6.92,13.07,1.94,51.92,15.76,41.59,4.4,60.69,278.77,https://www.decathlon2000.com/3207/talence-2011/
Hans van Alphen,8293,11.09,7.27,15.29,2.01,49.06,14.96,48.92,4.72,65.76,270.22,https://www.decathlon2000.com/3217/talence-2012/
Olexiy Kasyanov,8218,10.66,7.54,14.95,1.95,48.76,14.41,47.51,4.82,52.59,278.03,https://www.decathlon2000.com/3217/talence-2012/
Adam Sebastian Helcelet,8064,11.1,7.26,14.28,2.07,49.09,14.48,41.33,4.82,60.46,280.98,https://www.decathlon2000.com/3217/talence-2012/
Eelco Sintnicolaas,7941,11.06,7.37,13.82,1.92,50.13,14.73,41.15,5.32,55.23,278.85,https://www.decathlon2000.com/3217/talence-2012/
Kevin Mayer,7935,11.44,7.04,13.29,2.07,49.87,14.8,42.05,5.02,58.88,268.47,https://www.decathlon2000.com/3217/talence-2012/
Kai Kazmirek,7797,10.95,7.15,12.78,2.04,47.56,14.84,35.88,4.62,59.39,280.86,https://www.decathlon2000.com/3217/talence-2012/
Brent Newdick,7610,11.18,7.19,14.28,1.89,51.73,15.22,43.08,4.72,56.68,280.02,https://www.decathlon2000.com/3217/talence-2012/
Rudy Bourguignon,7558,11.34,6.64,14.78,1.89,50.75,15.38,44.01,4.82,59.15,284.74,https://www.decathlon2000.com/3217/talence-2012/
Jeremy Lelievre,7282,11.17,7.1,13.63,1.86,50.74,15.3,37.46,4.42,50.88,278.57,https://www.decathlon2000.com/3217/talence-2012/
Damian Warner,8161,10.61,7.09,13.77,1.96,48.96,13.91,44.92,4.77,61.06,278.85,https://www.decathlon2000.com/3239/talence-2013/
Willem Coertzen,8118,11.17,7.51,13.48,2.08,48.99,14.38,43.05,4.27,66.04,269.85,https://www.decathlon2000.com/3239/talence-2013/
Eelco Sintnicolaas,8018,11.07,7.14,13.33,1.96,49.21,14.36,39.12,5.27,59.39,273.52,https://www.decathlon2000.com/3239/talence-2013/
Pascal Behrenbruch,7938,11.36,6.83,15.95,1.96,50.01,14.62,45.11,4.67,65.28,283.17,https://www.decathlon2000.com/3239/talence-2013/
Vasili Kharlamov,7808,11.49,7.11,15.52,1.93,51.02,14.82,49.19,4.57,62.24,292.33,https://www.decathlon2000.com/3239/talence-2013/
Keisuke Ushiro,7704,11.68,6.81,13.7,1.99,50.94,15.3,45.76,4.87,65.48,284.04,https://www.decathlon2000.com/3239/talence-2013/
Artyom Lukyanenko,7621,11.26,6.66,13.81,1.93,49.61,14.52,40.65,4.87,57.57,287.31,https://www.decathlon2000.com/3239/talence-2013/
Rudy Bourguignon,7402,11.57,6.71,14.07,1.81,50.71,15.56,42.79,4.97,57.69,283.38,https://www.decathlon2000.com/3239/talence-2013/
Jeremy Lelievre,7351,10.92,6.89,12.96,1.93,49.36,15.27,38.4,4.17,48.36,267.97,https://www.decathlon2000.com/3239/talence-2013/
Niels Pittomvils,7322,11.5,5.68,13.45,1.96,50.59,15.01,42.98,4.77,54.44,271.93,https://www.decathlon2000.com/3239/talence-2013/
Alex Folacci,7303,11.43,6.63,11.59,1.93,51.28,15.2,38.8,4.77,59.88,278.55,https://www.decathlon2000.com/3239/talence-2013/
Mikk Pahapill,8077,11.34,6.96,14.8,2.11,51.56,14.68,48.44,4.9,60.64,275.91,https://www.decathlon2000.com/3290/talence-2014/
Olexiy Kasyanov,8062,10.89,7.4,14.44,1.99,49.3,14.35,46.58,4.7,50.16,271.88,https://www.decathlon2000.com/3290/talence-2014/
Yordani Garcia,7945,10.91,6.86,14.21,2.02,48.71,14.33,35.0,4.6,67.2,274.97,https://www.decathlon2000.com/3290/talence-2014/
Bastien Auzeil,7843,11.4,6.87,15.08,1.96,49.18,14.49,42.71,5.0,57.55,288.46,https://www.decathlon2000.com/3290/talence-2014/
Eelco Sintnicolaas,7860,11.21,7.15,13.44,1.9,49.82,14.57,40.34,5.2,58.82,276.9,https://www.decathlon2000.com/3290/talence-2014/
Romain Martin,7671,11.2,7.05,13.81,2.02,49.61,14.56,34.03,4.5,59.4,273.82,https://www.decathlon2000.com/3290/talence-2014/
Eduard Mikhan,7641,11.05,7.18,13.77,1.93,50.29,14.91,44.93,4.6,47.94,276.01,https://www.decathlon2000.com/3290/talence-2014/
Jeremy Lelievre,7547,11.15,6.95,13.85,1.9,49.19,15.12,42.72,4.4,50.14,268.26,https://www.decathlon2000.com/3290/talence-2014/
Hans van Alphen,7498,11.41,6.79,14.66,1.87,50.86,15.06,39.19,4.6,62.16,279.77,https://www.decathlon2000.com/3290/talence-2014/
Ben Gregory,7475,11.42,7.18,12.65,1.84,50.35,14.67,36.85,5.0,53.85,277.47,https://www.decathlon2000.com/3290/talence-2014/
Pelle Rietveld,7452,11.18,6.68,13.23,1.84,49.8,14.46,39.78,4.8,64.02,310.26,https://www.decathlon2000.com/3290/talence-2014/
Wesley Bray,7365,11.1,7.28,12.81,1.87,50.54,15.21,38.03,4.5,51.48,277.97,https://www.decathlon2000.com/3290/talence-2014/
Willem Coertzen,8187,10.96,7.44,13.66,1.98,48.92,14.27,43.69,4.65,67.21,275.64,https://www.decathlon2000.com/3862/talence-2015/
Olexiy Kasyanov,8043,10.73,7.33,14.63,1.98,49.17,13.92,48.35,4.55,46.98,279.61,https://www.decathlon2000.com/3862/talence-2015/
Ilya Shkurenyov,7973,11.2,7.31,13.08,1.92,49.63,14.83,44.92,5.25,60.09,281.44,https://www.decathlon2000.com/3862/talence-2015/
Gaël Quérin,7914,11.29,7.38,13.0,1.95,49.08,14.35,39.8,5.05,51.05,260.44,https://www.decathlon2000.com/3862/talence-2015/
Sergey Timshin,7875,11.23,7.02,13.25,2.07,48.65,14.78,42.73,4.75,54.96,272.75,https://www.decathlon2000.com/3862/talence-2015/
Bastien Auzeil,7823,11.28,7.12,14.68,1.95,50.14,14.75,42.66,4.95,59.31,289.0,https://www.decathlon2000.com/3862/talence-2015/
Evgeny Sarantsev,7715,11.42,6.84,14.69,2.04,50.69,15.29,41.72,4.85,60.07,283.72,https://www.decathlon2000.com/3862/talence-2015/
James Turner,7648,10.91,7.05,13.49,1.83,49.02,15.11,43.51,4.35,59.48,274.93,https://www.decathlon2000.com/3862/talence-2015/
Ruben Gado,7373,11.03,7.08,12.42,1.8,49.76,15.99,37.47,5.05,53.33,278.4,https://www.decathlon2000.com/3862/talence-2015/
Basile Rolnin,7304,11.15,6.84,13.36,1.89,50.77,14.53,43.4,4.55,44.08,291.48,https://www.decathlon2000.com/3862/talence-2015/
Benjamin Hougardy,7061,11.68,6.75,11.94,2.04,51.07,16.27,34.41,4.65,47.83,266.74,https://www.decathlon2000.com/3862/talence-2015/
Olexiy Kasyanov,8077,10.65,7.42,14.82,1.99,49.19,14.08,45.26,4.46,47.94,268.42,https://www.decathlon2000.com/3939/talence-2016/
Maicel Uibo,8071,11.24,7.27,13.96,2.14,51.62,14.87,43.5,4.96,59.91,269.37,https://www.decathlon2000.com/3939/talence-2016/
Pierce LePage,8027,10.46,7.75,14.18,2.02,48.01,14.69,40.79,4.86,48.88,298.77,https://www.decathlon2000.com/3939/talence-2016/
Niels Pittomvils,7936,11.16,7.35,13.26,1.93,49.94,14.71,42.34,5.36,55.0,278.46,https://www.decathlon2000.com/3939/talence-2016/
Bastien Auzeil,7909,11.18,6.97,14.58,1.96,50.18,14.57,44.17,5.06,59.77,288.33,https://www.decathlon2000.com/3939/talence-2016/
Willem Coertzen,7879,10.9,7.25,13.18,1.9,49.5,14.62,41.57,4.46,65.25,271.56,https://www.decathlon2000.com/3939/talence-2016/
Kurt Felix,7878,11.22,7.27,14.14,1.99,49.72,15.21,42.82,4.46,65.88,275.64,https://www.decathlon2000.com/3939/talence-2016/
Leonel Suarez,7837,11.18,7.07,13.47,1.96,50.22,14.94,42.88,4.76,62.0,271.65,https://www.decathlon2000.com/3939/talence-2016/
Adam Sebastian Helcelet,7800,11.03,7.05,14.21,1.99,50.79,14.44,43.22,4.86,62.22,307.21,https://www.decathlon2000.com/3939/talence-2016/
Romain Martin,7628,11.08,7.17,13.92,1.93,50.04,15.22,37.58,4.96,57.3,289.54,https://www.decathlon2000.com/3939/talence-2016/
Ruben Gado,7621,10.83,7.27,12.05,1.93,49.65,15.56,38.48,5.16,48.77,274.17,https://www.decathlon2000.com/3939/talence-2016/
Gaël Quérin,7566,11.36,7.23,12.88,1.93,49.95,15.01,40.56,4.66,50.24,265.42,https://www.decathlon2000.com/3939/talence-2016/
Axel Martin,7511,11.35,7.12,12.44,1.96,50.61,14.98,37.41,5.06,53.84,283.48,https://www.decathlon2000.com/3939/talence-2016/
Lars Vikan Rise,7372,11.57,6.71,14.98,1.9,51.19,15.62,41.91,4.46,57.63,277.56,https://www.decathlon2000.com/3939/talence-2016/
Damian Warner,8252,10.52,7.6,14.07,2.02,48.53,13.81,42.7,4.65,56.45,280.87,https://www.decathlon2000.com/4010/talence-2017/
Kai Kazmirek,8020,10.96,7.15,13.89,2.02,48.34,14.39,42.55,4.75,58.36,281.01,https://www.decathlon2000.com/4010/talence-2017/
Olexiy Kasyanov,8016,10.76,7.42,14.59,1.99,49.87,14.21,46.99,4.55,50.4,280.12,https://www.decathlon2000.com/4010/talence-2017/
Adam Sebastian Helcelet,7949,11.18,6.84,14.67,1.99,49.41,14.51,44.04,4.65,65.62,282.84,https://www.decathlon2000.com/4010/talence-2017/
Tim Nowak,7942,11.24,7.25,13.98,1.96,49.91,14.69,43.0,4.75,61.39,270.5,https://www.decathlon2000.com/4010/talence-2017/
