Name,Points,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus,Pole_Vault,Javelin,1500m,Event_URL
Roman Šebrle,8348,11.14,7.86,15.41,1.94,49.5,14.33,46.71,4.9,67.54,288.88,https://www.decathlon2000.com/1342/gotzis-2009/
Olexiy Kasyanov,8286,10.51,7.88,14.95,1.97,48.29,14.37,44.95,4.5,50.55,265.47,https://www.decathlon2000.com/1342/gotzis-2009/
Norman Müller,8272,10.93,7.42,15.02,2.0,49.12,14.46,42.7,4.9,63.26,272.51,https://www.decathlon2000.com/1342/gotzis-2009/
Nicklas Wiberg,8213,11.07,7.52,14.13,2.12,48.71,14.65,41.9,4.2,65.67,260.16,https://www.decathlon2000.com/1342/gotzis-2009/
Andres Raja,8088,10.81,7.48,14.15,2.0,48.88,14.18,42.13,4.6,61.44,286.74,https://www.decathlon2000.com/1342/gotzis-2009/
Eugene Martineau,8083,11.15,7.4,13.87,2.0,50.18,14.55,43.8,4.8,65.86,277.63,https://www.decathlon2000.com/1342/gotzis-2009/
Robert Jacob Arnold,8069,11.06,6.92,14.2,2.0,49.17,14.27,45.76,4.9,56.84,271.13,https://www.decathlon2000.com/1342/gotzis-2009/
Willem Coertzen,8054,11.08,7.58,13.31,2.03,48.88,14.39,42.35,4.2,65.05,269.42,https://www.decathlon2000.com/1342/gotzis-2009/
Eelco Sintnicolaas,8052,10.89,7.76,13.64,1.91,48.45,14.55,35.46,5.2,54.2,269.2,https://www.decathlon2000.com/1342/gotzis-2009/
Ingmar Vos,8003,10.89,7.53,13.95,2.06,50.12,14.66,40.03,4.3,60.97,265.72,https://www.decathlon2000.com/1342/gotzis-2009/
Jacob Minah,7991,10.79,7.45,13.71,1.97,48.09,14.4,40.02,4.8,52.75,276.5,https://www.decathlon2000.com/1342/gotzis-2009/
Roland Schwarzl,7971,11.24,7.55,13.85,1.97,50.37,14.53,44.88,5.1,51.08,276.01,https://www.decathlon2000.com/1342/gotzis-2009/
Simon Walter,7751,11.04,7.06,13.13,1.94,47.98,14.82,41.74,4.9,50.88,279.39,https://www.decathlon2000.com/1342/gotzis-2009/
Vasili Kharlamov,7691,11.24,7.06,15.25,1.91,49.0,14.67,39.7,4.7,54.1,284.92,https://www.decathlon2000.com/1342/gotzis-2009/
Attila Szabó,7535,11.17,7.05,13.94,1.88,50.0,14.79,43.02,4.3,58.09,286.8,https://www.decathlon2000.com/1342/gotzis-2009/
Bryan Clay,8483,10.35,7.51,15.38,2.06,49.66,14.08,49.85,4.6,66.19,296.37,https://www.decathlon2000.com/1477/gotzis-2010/
Romain Barras,8297,11.02,7.13,16.19,2.0,48.59,14.39,42.53,5.0,61.48,271.07,https://www.decathlon2000.com/1477/gotzis-2010/
Leonel Suarez,8286,10.96,7.35,14.44,2.06,48.47,14.3,43.79,4.5,65.38,267.56,https://www.decathlon2000.com/1477/gotzis-2010/
Robert Jacob Arnold,8253,11.04,6.96,15.17,2.0,49.29,14.12,46.51,5.1,62.28,280.74,https://www.decathlon2000.com/1477/gotzis-2010/
Eelco Sintnicolaas,8159,10.79,7.4,13.07,1.97,48.1,14.4,39.7,5.0,60.3,268.41,https://www.decathlon2000.com/1477/gotzis-2010/
Andrei Krauchanka,8112,11.14,7.53,14.44,2.03,49.42,14.2,43.51,4.6,60.18,277.57,https://www.decathlon2000.com/1477/gotzis-2010/
Mikk Pahapill,8084,11.05,7.47,15.18,2.0,50.65,14.35,43.63,4.5,62.6,274.95,https://www.decathlon2000.com/1477/gotzis-2010/
Pascal Behrenbruch,8069,11.09,7.27,16.06,1.97,51.58,14.29,48.43,4.6,63.9,290.81,https://www.decathlon2000.com/1477/gotzis-2010/
Roland Schwarzl,8032,11.23,7.61,14.54,1.94,50.24,14.37,44.95,5.1,52.66,279.4,https://www.decathlon2000.com/1477/gotzis-2010/
Andres Raja,8029,10.83,7.45,14.76,2.03,50.02,14.05,41.6,4.4,57.05,277.28,https://www.decathlon2000.com/1477/gotzis-2010/
Mihail Dudaš,7966,10.81,7.63,13.08,2.0,48.73,15.37,42.37,4.5,56.88,264.96,https://www.decathlon2000.com/1477/gotzis-2010/
Brent Newdick,7935,10.86,7.39,13.92,1.94,49.77,14.66,42.53,4.6,57.03,269.54,https://www.decathlon2000.com/1477/gotzis-2010/
Hans van Alphen,7928,11.12,7.24,15.04,1.94,50.18,15.09,45.3,4.4,61.8,266.51,https://www.decathlon2000.com/1477/gotzis-2010/
Dmitri Karpov,7894,10.97,7.06,16.23,2.03,51.0,14.94,49.3,4.8,50.21,296.46,https://www.decathlon2000.com/1477/gotzis-2010/
Ingmar Vos,7866,10.75,7.23,14.12,2.0,50.67,14.68,41.06,4.3,62.74,276.72,https://www.decathlon2000.com/1477/gotzis-2010/
Dominik Distelberger,7604,10.63,7.5,11.62,1.88,47.25,14.46,31.43,4.4,54.39,276.16,https://www.decathlon2000.com/1477/gotzis-2010/
Simon Walter,7526,11.15,7.18,13.55,2.0,49.57,15.55,43.03,4.8,50.24,301.35,https://www.decathlon2000.com/1477/gotzis-2010/
Nils Büker,7477,10.81,7.38,13.6,2.0,49.46,15.14,39.35,4.0,50.4,288.8,https://www.decathlon2000.com/1477/gotzis-2010/
Nadir El Fassi,7262,11.33,7.21,12.21,1.91,50.93,15.33,34.93,4.4,50.0,261.29,https://www.decathlon2000.com/1477/gotzis-2010/
Petter Olson,7224,11.35,6.97,12.91,2.0,50.11,15.4,36.88,4.4,43.9,273.06,https://www.decathlon2000.com/1477/gotzis-2010/
Trey Hardee,8689,10.44,7.88,15.63,2.0,48.12,13.73,45.2,5.06,63.33,286.88,https://www.decathlon2000.com/3170/gotzis-2011/
Leonel Suarez,8440,11.06,7.21,13.48,2.06,48.85,14.35,44.57,4.86,75.49,265.33,https://www.decathlon2000.com/3170/gotzis-2011/
Mikk Pahapill,8398,11.08,7.39,15.48,2.03,50.95,14.7,48.79,5.06,69.53,279.41,https://www.decathlon2000.com/3170/gotzis-2011/
Eelco Sintnicolaas,8304,10.84,7.4,14.31,1.91,48.69,14.57,41.74,5.36,59.48,262.29,https://www.decathlon2000.com/3170/gotzis-2011/
Jan Felix Knobel,8288,11.14,7.23,15.47,1.94,49.23,14.77,46.68,4.96,72.99,283.39,https://www.decathlon2000.com/3170/gotzis-2011/
Olexiy Kasyanov,8252,10.75,7.38,14.08,2.03,48.11,14.26,46.94,4.76,51.62,267.12,https://www.decathlon2000.com/3170/gotzis-2011/
Rico Freimuth,8158,10.79,7.11,14.65,1.94,48.22,14.05,46.25,4.76,60.33,284.39,https://www.decathlon2000.com/3170/gotzis-2011/
Brent Newdick,8114,10.95,7.45,14.17,1.94,49.61,14.76,46.65,4.66,63.03,272.5,https://www.decathlon2000.com/3170/gotzis-2011/
Ingmar Vos,8105,10.85,7.45,13.94,2.0,51.12,14.45,41.51,4.66,65.28,267.73,https://www.decathlon2000.com/3170/gotzis-2011/
Pascal Behrenbruch,8064,10.99,6.87,16.44,1.97,50.31,14.6,47.01,4.86,64.6,296.12,https://www.decathlon2000.com/3170/gotzis-2011/
Hans van Alphen,8045,11.1,7.5,13.35,2.0,49.58,14.96,46.32,4.46,60.85,261.86,https://www.decathlon2000.com/3170/gotzis-2011/
Norman Müller,7997,11.07,7.3,14.82,2.0,49.43,14.98,38.79,4.76,58.64,262.09,https://www.decathlon2000.com/3170/gotzis-2011/
Thomas van der Plaetsen,7973,11.31,7.42,12.8,2.09,49.6,14.65,36.87,5.06,60.13,272.52,https://www.decathlon2000.com/3170/gotzis-2011/
Dominik Distelberger,7840,10.79,7.62,11.66,1.94,48.16,14.28,39.69,4.76,50.26,276.05,https://www.decathlon2000.com/3170/gotzis-2011/
Simon Walter,7689,11.2,7.02,13.38,2.0,49.27,15.22,43.19,4.86,57.39,294.46,https://www.decathlon2000.com/3170/gotzis-2011/
Darius Draudvila,7612,10.95,6.94,15.27,1.94,49.43,14.53,45.73,4.56,50.14,313.11,https://www.decathlon2000.com/3170/gotzis-2011/
Stephen Cain,7532,11.39,6.76,12.98,1.97,51.2,15.05,41.01,4.96,57.85,282.4,https://www.decathlon2000.com/3170/gotzis-2011/
Hans van Alphen,8519,10.96,7.62,15.23,2.06,49.54,14.55,45.45,4.96,64.15,260.87,https://www.decathlon2000.com/3195/gotzis-2012/
Eelco Sintnicolaas,8506,10.77,7.27,14.2,2.0,48.02,14.1,42.81,5.36,63.59,266.98,https://www.decathlon2000.com/3195/gotzis-2012/
Pascal Behrenbruch,8433,11.11,7.09,16.26,2.03,48.64,14.19,47.99,4.86,66.72,276.88,https://www.decathlon2000.com/3195/gotzis-2012/
Rico Freimuth,8322,10.62,7.16,15.14,1.91,47.51,13.79,47.26,4.86,58.05,280.55,https://www.decathlon2000.com/3195/gotzis-2012/
Leonel Suarez,8289,11.35,6.85,13.95,2.09,49.33,14.34,44.71,4.86,71.99,263.26,https://www.decathlon2000.com/3195/gotzis-2012/
Ingmar Vos,8224,10.92,7.36,14.14,2.06,49.5,14.35,43.31,4.76,63.89,274.47,https://www.decathlon2000.com/3195/gotzis-2012/
Yordani Garcia,8061,10.94,6.56,14.99,2.06,49.3,14.37,41.96,4.66,65.36,273.1,https://www.decathlon2000.com/3195/gotzis-2012/
Norman Müller,8034,10.9,7.29,14.55,2.0,49.55,14.94,40.38,5.06,56.9,273.86,https://www.decathlon2000.com/3195/gotzis-2012/
Damian Warner,7961,10.59,7.11,12.96,1.94,48.58,13.78,39.59,4.56,57.0,270.42,https://www.decathlon2000.com/3195/gotzis-2012/
Simon Hechler,7879,10.89,7.41,13.13,1.91,50.61,14.74,41.99,4.76,61.58,275.2,https://www.decathlon2000.com/3195/gotzis-2012/
Gaël Quérin,7842,11.26,7.04,12.8,2.0,48.81,14.62,40.02,4.96,51.33,258.76,https://www.decathlon2000.com/3195/gotzis-2012/
Ashley Bryant,7837,11.02,7.38,13.42,1.82,48.87,14.69,39.7,4.56,69.26,281.47,https://www.decathlon2000.com/3195/gotzis-2012/
Junior Diaz,7765,10.99,7.33,14.17,1.91,47.16,14.95,41.52,4.26,52.82,273.12,https://www.decathlon2000.com/3195/gotzis-2012/
Scott McLaren,7733,11.18,6.87,14.45,1.88,50.03,15.14,43.43,4.76,60.45,274.63,https://www.decathlon2000.com/3195/gotzis-2012/
Cedric Nolf,7638,11.04,7.18,13.19,1.91,50.08,14.69,39.89,4.86,62.64,306.8,https://www.decathlon2000.com/3195/gotzis-2012/
Damian Warner,8307,10.36,7.4,13.55,2.09,49.58,13.92,42.99,4.56,62.84,277.37,https://www.decathlon2000.com/3224/gotzis-2013/
Carlos Eduardo Chinin,8182,10.81,7.25,14.61,1.94,48.58,14.23,45.56,4.86,56.33,271.54,https://www.decathlon2000.com/3224/gotzis-2013/
Gunnar Nixon,8136,10.92,7.23,13.26,2.15,48.92,14.55,41.7,4.66,60.12,269.75,https://www.decathlon2000.com/3224/gotzis-2013/
Adam Sebastian Helcelet,8075,11.05,7.32,14.96,2.03,50.36,14.35,40.95,4.76,64.11,282.13,https://www.decathlon2000.com/3224/gotzis-2013/
Eduard Mikhan,7975,10.72,7.02,14.41,1.97,49.05,14.57,47.71,4.56,52.4,274.08,https://www.decathlon2000.com/3224/gotzis-2013/
Norman Müller,7960,11.07,7.31,14.19,2.0,49.59,14.85,43.92,4.76,55.21,271.59,https://www.decathlon2000.com/3224/gotzis-2013/
Massimo Bertocchi,7878,11.07,6.86,15.37,2.0,50.89,14.24,49.96,4.76,55.76,303.74,https://www.decathlon2000.com/3224/gotzis-2013/
Ashley Bryant,7837,11.23,7.35,13.64,1.85,48.17,14.76,42.28,4.46,64.93,276.65,https://www.decathlon2000.com/3224/gotzis-2013/
Dominik Distelberger,7794,10.73,7.3,12.36,1.91,49.14,14.63,40.16,4.76,56.09,276.73,https://www.decathlon2000.com/3224/gotzis-2013/
Sergei Sviridov,7639,10.91,7.15,14.14,1.94,51.79,15.23,48.73,4.36,58.23,294.5,https://www.decathlon2000.com/3224/gotzis-2013/
Pelle Rietveld,7629,11.08,6.86,13.19,1.82,50.07,14.38,38.35,4.76,65.66,284.21,https://www.decathlon2000.com/3224/gotzis-2013/
Petter Olson,7562,11.15,6.9,13.19,1.85,49.12,14.79,39.31,4.86,51.57,271.62,https://www.decathlon2000.com/3224/gotzis-2013/
Michele Calvi,7431,10.89,6.45,14.41,1.88,51.17,14.28,45.8,4.06,58.21,295.96,https://www.decathlon2000.com/3224/gotzis-2013/
Pieter Braun,7430,11.41,7.38,13.22,1.91,50.03,14.7,40.7,4.16,48.37,269.99,https://www.decathlon2000.com/3224/gotzis-2013/
Trey Hardee,8518,10.5,7.49,15.15,1.97,48.63,13.69,49.09,5.06,58.2,284.75,https://www.decathlon2000.com/3288/gotzis-2014/
Kai Kazmirek,8471,10.76,7.45,14.2,2.15,47.04,14.15,43.59,4.96,56.31,273.78,https://www.decathlon2000.com/3288/gotzis-2014/
Rico Freimuth,8317,10.52,7.19,14.54,1.94,48.42,13.95,49.41,4.86,59.87,285.56,https://www.decathlon2000.com/3288/gotzis-2014/
Yordani Garcia,8299,10.69,6.91,15.27,2.03,48.18,13.92,39.54,4.76,66.48,272.86,https://www.decathlon2000.com/3288/gotzis-2014/
Pelle Rietveld,8204,10.93,7.15,13.92,1.91,48.47,14.14,39.89,5.06,68.38,271.83,https://www.decathlon2000.com/3288/gotzis-2014/
Thomas van der Plaetsen,8184,11.04,7.68,13.65,2.03,49.16,14.76,39.63,5.16,60.92,275.09,https://www.decathlon2000.com/3288/gotzis-2014/
Dominik Distelberger,8168,10.73,7.57,13.02,2.0,48.53,14.34,40.55,4.86,59.8,272.44,https://www.decathlon2000.com/3288/gotzis-2014/
Ashley Bryant,8141,11.09,7.52,13.77,1.94,49.1,14.38,43.31,4.56,69.65,273.83,https://www.decathlon2000.com/3288/gotzis-2014/
Adam Sebastian Helcelet,8001,11.06,7.22,14.82,2.0,49.67,14.36,40.92,4.76,60.68,280.19,https://www.decathlon2000.com/3288/gotzis-2014/
Matthias Prey,7980,11.19,7.37,15.44,1.88,50.32,14.55,47.56,4.26,63.58,271.14,https://www.decathlon2000.com/3288/gotzis-2014/
Pieter Braun,7892,11.2,7.22,13.79,2.03,48.76,14.48,37.23,4.76,57.29,271.53,https://www.decathlon2000.com/3288/gotzis-2014/
John Lane,7846,10.71,7.34,13.96,1.88,48.19,14.43,41.64,5.06,50.2,299.38,https://www.decathlon2000.com/3288/gotzis-2014/
Kai Kazmirek,8462,10.78,7.56,13.85,2.09,47.3,14.52,40.96,5.1,64.45,274.61,https://www.decathlon2000.com/3302/gotzis-2015/
Michael Schrader,8415,10.68,7.66,14.31,1.94,48.21,14.25,42.11,5.0,61.44,262.87,https://www.decathlon2000.com/3302/gotzis-2015/
Willem Coertzen,8398,10.99,7.46,14.14,2.03,48.73,14.17,44.84,4.6,68.43,262.22,https://www.decathlon2000.com/3302/gotzis-2015/
Rico Freimuth,8380,10.53,7.54,15.47,1.91,48.7,13.99,48.07,4.8,60.96,286.16,https://www.decathlon2000.com/3302/gotzis-2015/
Ilya Shkurenyov,8343,11.07,7.47,13.76,2.0,49.0,14.02,44.97,5.2,59.49,268.69,https://www.decathlon2000.com/3302/gotzis-2015/
Jeremy Taiwo,8303,10.95,7.57,13.95,2.15,48.29,14.47,43.16,4.9,49.22,259.64,https://www.decathlon2000.com/3302/gotzis-2015/
Eelco Sintnicolaas,8298,10.75,7.62,14.67,1.91,48.48,14.34,37.45,5.2,62.74,270.18,https://www.decathlon2000.com/3302/gotzis-2015/
Pieter Braun,8197,10.97,7.53,13.97,2.0,48.49,14.25,42.8,4.9,55.57,268.18,https://www.decathlon2000.com/3302/gotzis-2015/
Yordani Garcia,8186,10.77,6.88,14.38,2.03,48.42,14.0,41.1,4.7,64.28,271.67,https://www.decathlon2000.com/3302/gotzis-2015/
Bastien Auzeil,8147,11.02,7.28,15.9,1.97,49.57,14.42,43.58,4.8,64.41,286.19,https://www.decathlon2000.com/3302/gotzis-2015/
Pawel Wiesiolek,8140,10.97,7.61,14.55,2.0,49.8,14.78,46.2,4.7,59.35,275.81,https://www.decathlon2000.com/3302/gotzis-2015/
Niels Pittomvils,7999,11.15,7.21,13.62,1.97,50.11,14.88,43.75,5.3,54.58,269.04,https://www.decathlon2000.com/3302/gotzis-2015/
Keisuke Ushiro,7927,11.27,6.74,14.95,2.0,50.16,15.24,48.72,4.6,64.68,274.9,https://www.decathlon2000.com/3302/gotzis-2015/
Hans van Alphen,7876,11.27,7.24,14.96,1.94,50.43,15.2,44.93,4.7,58.25,268.86,https://www.decathlon2000.com/3302/gotzis-2015/
Ingmar Vos,7852,10.93,7.42,13.5,2.03,51.09,14.35,41.05,4.4,59.23,277.84,https://www.decathlon2000.com/3302/gotzis-2015/
Jiri Sykora,7832,11.06,7.14,14.95,1.97,49.75,14.88,46.49,4.6,61.47,304.01,https://www.decathlon2000.com/3302/gotzis-2015/
John Lane,7798,10.79,7.07,13.71,1.97,48.92,14.57,40.17,4.9,50.19,282.18,https://www.decathlon2000.com/3302/gotzis-2015/
Dominik Siedlaczek,7386,11.06,6.94,13.89,2.0,50.26,14.26,35.14,4.1,47.88,276.46,https://www.decathlon2000.com/3302/gotzis-2015/
Simone Cairoli,7383,11.05,7.35,11.71,2.03,49.81,15.18,35.68,4.0,54.2,274.0,https://www.decathlon2000.com/3302/gotzis-2015/
Jan Deuber,7206,11.11,7.21,11.17,2.0,49.85,14.86,30.18,4.6,46.61,283.1,https://www.decathlon2000.com/3302/gotzis-2015/
Damian Warner,8523,10.15,7.12,14.64,2.0,47.13,13.72,47.79,4.7,58.72,272.83,https://www.decathlon2000.com/3900/gotzis-2016/
Kevin Mayer,8446,10.92,7.32,15.22,2.0,50.07,14.06,48.99,5.0,65.77,275.45,https://www.decathlon2000.com/3900/gotzis-2016/
Kai Kazmirek,8318,10.62,7.45,14.05,2.06,47.01,14.25,39.56,5.0,57.63,278.32,https://www.decathlon2000.com/3900/gotzis-2016/
Jeremy Taiwo,8203,10.89,7.3,14.84,2.18,49.25,14.69,42.14,4.9,52.2,271.62,https://www.decathlon2000.com/3900/gotzis-2016/
Dominik Distelberger,8175,10.71,7.25,13.76,1.94,48.47,14.45,43.93,5.0,59.97,274.21,https://www.decathlon2000.com/3900/gotzis-2016/
Jiri Sykora,8121,10.86,7.41,14.19,2.0,48.97,14.36,45.21,4.6,58.64,276.47,https://www.decathlon2000.com/3900/gotzis-2016/
Garrett Scantling,8107,10.66,6.94,15.62,2.0,50.38,14.15,47.47,4.9,62.22,307.32,https://www.decathlon2000.com/3900/gotzis-2016/
Pieter Braun,8058,11.11,7.4,14.75,2.0,49.28,14.59,44.65,4.6,55.7,267.06,https://www.decathlon2000.com/3900/gotzis-2016/
Ashley Bryant,8056,11.08,7.58,13.28,2.0,49.54,14.7,43.48,4.4,66.47,269.75,https://www.decathlon2000.com/3900/gotzis-2016/
Niels Pittomvils,8051,11.15,7.24,13.4,2.0,50.14,14.77,44.43,5.2,57.89,270.85,https://www.decathlon2000.com/3900/gotzis-2016/
Adam Sebastian Helcelet,8050,10.96,7.21,14.52,2.0,50.23,14.57,46.47,4.4,67.11,280.99,https://www.decathlon2000.com/3900/gotzis-2016/
Jorge Ureña,7985,10.93,7.47,12.71,2.03,49.42,14.24,37.51,4.8,55.61,264.6,https://www.decathlon2000.com/3900/gotzis-2016/
Jonas Fringeli,7862,11.17,7.05,13.3,2.0,48.87,14.54,41.41,4.8,53.03,265.41,https://www.decathlon2000.com/3900/gotzis-2016/
Tim Nowak,7838,11.09,6.89,14.07,1.94,50.29,14.82,45.15,4.6,60.32,268.84,https://www.decathlon2000.com/3900/gotzis-2016/
Fredrik Samuelsson,7815,10.98,7.4,14.02,2.0,49.94,14.52,39.2,4.6,55.51,281.11,https://www.decathlon2000.com/3900/gotzis-2016/
Felipe dos Santos,7738,10.5,7.46,13.27,1.94,49.34,14.38,40.03,4.4,55.63,298.96,https://www.decathlon2000.com/3900/gotzis-2016/
Fredriech Pretorius,7675,10.96,7.13,12.88,1.91,49.57,14.5,40.22,4.7,51.26,271.33,https://www.decathlon2000.com/3900/gotzis-2016/
Elmo Savola,7584,10.83,6.92,13.01,1.97,49.83,14.98,43.65,4.6,57.2,302.15,https://www.decathlon2000.com/3900/gotzis-2016/
Damian Warner,8591,10.35,7.85,14.09,2.03,47.49,13.54,44.35,4.7,57.69,269.33,https://www.decathlon2000.com/3950/gotzis-2017/
Eelco Sintnicolaas,8539,10.57,7.61,14.62,1.91,48.37,14.16,43.52,5.4,62.13,270.32,https://www.decathlon2000.com/3950/gotzis-2017/
Rico Freimuth,8365,10.53,7.47,15.21,1.94,49.4,13.8,49.45,4.8,57.77,282.67,https://www.decathlon2000.com/3950/gotzis-2017/
Adam Sebastian Helcelet,8335,10.87,7.32,14.89,2.0,49.5,14.19,44.35,5.0,68.04,283.69,https://www.decathlon2000.com/3950/gotzis-2017/
Pieter Braun,8334,10.9,7.71,14.82,2.0,49.09,14.4,42.66,5.0,58.49,268.14,https://www.decathlon2000.com/3950/gotzis-2017/
Mathias Brugger,8294,10.89,7.25,15.32,1.97,47.29,14.06,45.08,4.8,57.81,274.26,https://www.decathlon2000.com/3950/gotzis-2017/
Olexiy Kasyanov,8281,10.66,7.63,14.64,2.0,48.68,14.03,44.99,4.7,54.11,273.43,https://www.decathlon2000.com/3950/gotzis-2017/
Leonel Suarez,8214,11.08,7.25,14.18,2.0,48.8,14.54,44.18,4.5,71.88,269.14,https://www.decathlon2000.com/3950/gotzis-2017/
Fredrik Samuelsson,8172,10.81,7.5,14.4,2.03,49.26,14.1,40.03,5.0,56.21,279.52,https://www.decathlon2000.com/3950/gotzis-2017/
Ashley Bryant,8163,10.89,7.7,14.2,1.97,49.69,14.69,42.52,4.5,67.54,271.86,https://www.decathlon2000.com/3950/gotzis-2017/
Jiri Sykora,8120,10.88,7.33,14.73,1.97,49.2,14.25,47.38,4.8,61.06,297.01,https://www.decathlon2000.com/3950/gotzis-2017/
Pau Tonnesen,8102,11.08,7.53,14.65,2.06,53.62,14.6,42.97,5.4,60.86,288.9,https://www.decathlon2000.com/3950/gotzis-2017/
Dominik Distelberger,8046,10.73,7.15,13.36,1.88,48.16,14.32,43.08,4.9,60.11,275.68,https://www.decathlon2000.com/3950/gotzis-2017/
Janek Õiglane,8037,11.17,7.13,15.02,2.03,50.56,14.72,40.96,4.9,65.17,277.76,https://www.decathlon2000.com/3950/gotzis-2017/
Pawel Wiesiolek,8002,10.79,7.35,14.19,2.12,50.83,14.52,44.5,4.5,55.58,282.16,https://www.decathlon2000.com/3950/gotzis-2017/
Marek Lukaš,7997,10.94,6.99,14.21,1.91,50.05,14.62,39.98,4.8,70.8,272.94,https://www.decathlon2000.com/3950/gotzis-2017/
Pierce LePage,7894,10.49,7.64,13.26,2.09,48.99,14.58,40.42,4.9,50.78,317.93,https://www.decathlon2000.com/3950/gotzis-2017/
Simone Cairoli,7875,10.79,7.37,13.04,2.03,49.95,14.72,37.53,4.5,56.36,261.14,https://www.decathlon2000.com/3950/gotzis-2017/
Darko Pešic,7846,11.25,7.15,15.47,1.94,51.03,14.65,45.56,4.2,59.56,264.73,https://www.decathlon2000.com/3950/gotzis-2017/
Gaël Quérin,7764,11.26,7.32,13.39,1.88,49.09,14.71,39.49,4.6,51.22,248.9,https://www.decathlon2000.com/3950/gotzis-2017/
Akihiko Nakamura,7714,10.78,7.44,11.43,1.91,48.48,14.22,35.02,4.7,46.92,257.15,https://www.decathlon2000.com/3950/gotzis-2017/
Maxime Maugein,7586,11.1,7.03,13.93,2.0,49.79,14.41,39.96,5.0,45.69,300.84,https://www.decathlon2000.com/3950/gotzis-2017/
Damian Warner,8795,10.31,7.81,14.83,2.03,47.72,13.56,47.32,4.8,61.94,266.59,https://www.decathlon2000.com/4015/gotzis-2018/
Maicel Uibo,8514,11.04,7.57,14.78,2.12,50.32,14.66,46.58,5.3,61.75,267.54,https://www.decathlon2000.com/4015/gotzis-2018/
Pieter Braun,8342,11.12,7.62,15.28,2.0,49.25,14.4,45.52,4.9,58.77,264.29,https://www.decathlon2000.com/4015/gotzis-2018/
Kai Kazmirek,8329,10.99,7.56,14.03,2.06,47.27,14.42,43.76,4.7,61.53,270.75,https://www.decathlon2000.com/4015/gotzis-2018/
Mathias Brugger,8304,10.98,7.32,15.11,2.0,48.02,14.24,46.04,5.0,51.72,263.93,https://www.decathlon2000.com/4015/gotzis-2018/
Niklas Kaul,8205,11.29,7.29,14.2,2.09,48.41,14.77,42.01,4.7,68.76,271.44,https://www.decathlon2000.com/4015/gotzis-2018/
Ilya Shkurenyov,8182,11.09,7.53,13.98,2.0,49.4,14.44,42.56,5.2,56.56,271.66,https://www.decathlon2000.com/4015/gotzis-2018/
Fredrik Samuelsson,8165,10.9,7.49,14.18,2.06,49.96,14.38,42.64,4.9,59.33,279.36,https://www.decathlon2000.com/4015/gotzis-2018/
Vitaliy Zhuk,8162,11.07,7.11,15.29,1.97,49.18,14.81,45.91,4.8,63.45,270.36,https://www.decathlon2000.com/4015/gotzis-2018/
Zach Ziemek,8124,10.65,7.43,14.01,2.0,50.23,14.83,47.81,5.3,48.07,281.56,https://www.decathlon2000.com/4015/gotzis-2018/
Karel Tilga,8101,11.04,7.33,15.32,2.09,49.82,15.25,40.72,4.7,69.25,286.34,https://www.decathlon2000.com/4015/gotzis-2018/
Martin Roe,8017,10.82,7.55,14.99,1.88,49.7,15.5,47.89,4.8,58.74,281.44,https://www.decathlon2000.com/4015/gotzis-2018/
Thomas van der Plaetsen,8007,11.14,7.67,14.0,2.06,50.26,14.78,44.46,5.2,59.41,314.93,https://www.decathlon2000.com/4015/gotzis-2018/
Keisuke Ushiro,7948,11.27,7.09,14.26,2.0,49.98,15.08,46.77,4.9,60.96,280.95,https://www.decathlon2000.com/4015/gotzis-2018/
Jorge Ureña,7934,11.05,7.06,13.8,2.0,49.61,14.49,38.53,4.9,59.68,270.1,https://www.decathlon2000.com/4015/gotzis-2018/
Bastien Auzeil,7925,11.26,7.06,15.43,2.0,50.35,14.89,44.24,4.7,61.57,279.91,https://www.decathlon2000.com/4015/gotzis-2018/
Jan Doležal,7878,11.06,7.22,12.92,2.0,49.82,14.55,40.22,4.9,61.25,282.21,https://www.decathlon2000.com/4015/gotzis-2018/
Marek Lukaš,7690,11.08,6.91,14.14,1.88,50.93,14.71,39.63,4.6,67.17,281.27,https://www.decathlon2000.com/4015/gotzis-2018/
Fredriech Pretorius,7676,11.03,7.28,12.66,2.03,52.28,14.7,39.98,4.9,58.16,291.49,https://www.decathlon2000.com/4015/gotzis-2018/
Pawel Wiesiolek,7650,10.96,7.07,13.77,1.91,49.48,15.12,45.7,4.6,52.31,285.74,https://www.decathlon2000.com/4015/gotzis-2018/
Damian Warner,8711,10.12,7.67,15.34,2.0,47.38,13.64,47.23,4.6,63.67,277.39,https://www.decathlon2000.com/4048/gotzis-2019/
Lindon Victor,8473,10.56,7.43,16.02,2.0,49.22,14.86,54.03,4.8,66.48,296.37,https://www.decathlon2000.com/4048/gotzis-2019/
Maicel Uibo,8353,11.22,7.28,14.95,2.15,50.93,14.68,46.38,5.3,62.5,277.95,https://www.decathlon2000.com/4048/gotzis-2019/
Niklas Kaul,8336,11.25,7.1,15.1,1.97,49.05,14.7,46.9,4.8,71.49,260.52,https://www.decathlon2000.com/4048/gotzis-2019/
Pieter Braun,8306,11.1,7.57,15.09,1.97,49.26,14.42,44.31,4.9,64.19,270.6,https://www.decathlon2000.com/4048/gotzis-2019/
Kai Kazmirek,8224,10.84,7.59,14.94,2.0,47.33,14.39,41.37,4.8,59.09,285.02,https://www.decathlon2000.com/4048/gotzis-2019/
